# Community catalog for Cursors: cursor sets on rw-designer.com, most downloaded first.
# Generated by tools/update-catalog.ps1 on 2026-09-15 from 11552 sets. It lists names and links only;
# the app downloads a set from rw-designer.com when it is clicked. Each set is licensed by its author, as shown on its page.
slug	name	author	downloads	license	cursors	roles	animated	toprated	arrow	link	text	busy
smiley-face-1	Smiley Face	marimario497	459	Release to Public Domain	17	17	17	0	238164	238161	238168	238155
3d-simple	3D Simple	Herbert	458	Release to Public Domain	17	17	9	1	227232	227246	227237	227235
runescpe-ranging-cursors	RS Ranging	Streaky6100	458	Release to Public Domain	15	15	15	0	19536	19552	19541	19539
vinland-knife	VINLAND KNIFE	THTH	458	Release to Public Domain	5	5	0	0	204187	204191	204190	204189
avarataang	Avatar Aang	Anonymous Me	457	Release to Public Domain	17	13	2	0	151154	151142	151151	151141
bronze-1	Bronze	RIDDLER	457	Free Art (copyleft)	15	15	0	0	116424	116438	116429	116427
crosshair2bywedsa5	Crosshair2 by Wedsa5	wedsa5	457	Release to Public Domain	15	15	4	1	23803	23818	23809	23807
dragonvale-earthsecondary-babies	Dragonvale Babies - Earth	DragonvaleCursors	457	Release to Public Domain	10	0	0	1	60349			
fsd-dfa	me cur 3	dsfas	457	Release to Public Domain	3	0	0	0	69196			
misc-windowsxp	misc windowsXP	cooolgamer	457	Release to Public Domain	15	0	15	0	130588			
my-favorite-popcap-game	my favorite popcap game	Lieutenant General Smith	457	Release to Public Domain	176	1	1	1	157980			
pierrot-and-some-harlequin	Pierrot and some Harlequin The Freak Circus TFC	zalk	457	Attribution+NonCommercial (CC by-nc)	14	14	1	1	250666	250678	250679	250673
pride-pack	pride pack	ツ☪ spunch_bop♡♥	457	Attribution+NonCommercial (CC by-nc)	17	17	17	0	186177	186179	186170	186184
latest-cursos-by-chandan	Collection Of CHANDAN	chandan	456	Release to Public Domain	9	1	9	1	18361	18361		
paranormalgreen	Paranormal - Green	7vintage	456	Release to Public Domain	36	14	28	1	215227	215203	215234	215206
ivory-3d	Ivory 3D	codewar65	455	Release to Public Domain	21	15	10	1	98871	98883	98876	98880
material-red-3d	Material-Red-3D	NuLL	455	Release to Public Domain	17	17	3	1	149817	149831	149822	149820
puntero-rayp	Punteros rayo	Matias0211	455	Release to Public Domain	4	4	4	0	36123	36124		36120
sistema-flecha3d	Retrô 1D	Xudatxa	455	Release to Public Domain	17	16	1	1	114193	114176	114202	118272
st-patrick	St. Patrick's Day	Eliot	455	Release to Public Domain	17	17	1	1	186781	186795	186786	186784
xwvkjh	xwviu	bouderbabari	455	Release to Public Domain	15	15	15	0	20296	20310	20301	20299
zim	Invader ZiM	EveIrk	455	Release to Public Domain	3	1	0	0	33725			
character-study-too	Character Study Too	adrenochromedream	454	Custom (contact author)	132	15	23	1	130857	131028	131016	131023
gta-2	GTA 2	THTH	454	Release to Public Domain	14	12	4	1	208248		208252	208249
runescape-v3	RuneScape v3	Nick	454	Release to Public Domain	8	0	2	0	41078			
scopeaim	ScopeAim	mk74v	454	Custom (contact author)	3	1	0	0	118509			
tungsahur	Tung tung sahur	WatermelonPigeon	454	Release to Public Domain	3	3	2	0	251093	251102		
black-fire-1	Black Fire	miauwicat	453	Release to Public Domain	15	15	15	0	118965	118963	118967	118275
blue-turtle	Blue Turtle	Paradise Murderer	453	Release to Public Domain	17	14	5	1	137778	137789	137802	137787
cartoon-sign	Cartoon Sign	LazarheaD	453	Release to Public Domain	3	3	0	1	91834	91836		
kawaiigpillmdc	Kawaii Green Pill	ツ☪ NaLexnu ♡♥	453	Custom (contact author)	17	17	5	1	191098	191088	191092	191093
osu-large	Osu Large	Andrebeck27	453	Release to Public Domain	17	17	16	0	128683	128680	128690	128676
peach-oxygen	(peach) Oxygen	abdillahindo	453	Release to Public Domain	15	15	2	0	139347	139361	139352	139350
shadow-sword-of-the-grave-v1	shadow sword of the grave v1	sw0rd maker	453	Release to Public Domain	7	5	4	0	122467	122466		
stickgirl-annie	Stickgirl Annie	bubbles47	453	Release to Public Domain	15	15	15	1	51581	51595	51582	51590
aceprideyaya	Asexual Pride	[:ChaosCrumbl:]	452	Release to Public Domain	15	15	3	0	184596	184609	184601	184599
strawberry-mocha	Strawberry Mocha	Britichi6	452	Attribution+NonCommercial (CC by-nc)	17	17	2	1	252493	252497	252502	252492
twenty-one-pilots	Twenty One Pilots Era's	saraantie	452	Release to Public Domain	3	1	0	0	115560			
wings-3	Wings	Mr X	452	Release to Public Domain	15	15	15	0	79175	79176	79185	79174
arrows-2	arrows	Noah Bear	451	Release to Public Domain	8	2	1	0	63914	63915		
bleu-basic	BLEU FEELIN (BASIC)	BLEU FEELIN	451	Attribution Required (CC by)	18	17	11	1	178092	178089	178094	178098
ghost-1	Ghost	ʎppnᙠ ǝsuǝsuoN	451	Custom (contact author)	17	17	0	0	190858	190872	190863	190861
inpossibru	Inpossibru	WubbyInferno	451	Release to Public Domain	15	15	14	0	91910	91924	91915	91913
warrior	WARRIOR	juanello	451	Release to Public Domain	15	13	15	0	43954	43956	43959	
yugioh-zexal-yuma	Yu-Gi-Oh! ZEXAL (Yuma)	Slower	451	Release to Public Domain	17	17	3	0	208439	208436	208442	208430
bottom-s-up	Bottom's Up ⚪	AJaxx	450	Custom (contact author)	16	15	13	1	89064	89062	89067	89056
geneforge-2-infestation	GENEFORGE 2: INFESTATION	THTH	450	Release to Public Domain	7	4	0	0	249059	249063		249061
neuro-sama-ai-vtuber	Neuro-sama Vtuber	AmaAru	450	Attribution+NonCommercial (CC by-nc)	24	16	24	1	245864	245868	245874	245857
pennywise-collection	Pennywise Collection	adrenochromedream	450	Custom (contact author)	3	1	0	0	107457			
weapon-cursors-static	Weapons	jojois74	450	Attribution Required (CC by)	9	2	0	0	26502	26507		
brown-eye	Brown Eye	Sirea	449	Attribution Required (CC by)	15	15	9	1	25885	25899	25890	25888
dungeon-siege	DUNGEON SIEGE	THTH	449	Release to Public Domain	12	10	0	1	207727	207729	207738	207731
3d-pointers-xd	3D pointers xD	NeXi TeBrA	448	Release to Public Domain	3	2	1	0	51465		51464	
apple-a-day-doctors-away	Apple	CutePusheenLove	448	Release to Public Domain	15	14	0	1	132091	132567	132097	132095
liquid-black	Liquid black "Black Ink"	♣Aworld♣	448	Release to Public Domain	17	17	16	1	167129	167128	167132	167123
tiny-8-bit	Tiny 8-Bit	RIDDLER	448	Release to Public Domain	15	15	0	1	130504	130518	130509	130507
cc-kawaii-indapni	Card Captors/Kawaii	indapni	447	NonCommercial Usage Only (CC nc)	10	10	10	0	208350	208351		207890
g-clef	(wнole sет) G-Clef	Vickvvy	447	NonCommercial Usage Only (CC nc)	15	15	3	1	133538	133569	133562	133558
snow	Icy	♣Aworld♣	447	Release to Public Domain	17	17	6	1	169338	169335	169341	169329
geometric-hand	GEOMETRIC HAND	THTH	446	Release to Public Domain	15	14	15	1	208232	208237	208239	208234
redglitter-xmasbonus	Red Glitter / XMAS Bonuses	Vlazteron	446	Custom (contact author)	23	15	18	1	132915	132904	132910	132912
yale-sapphire-royal-blue	Yale Sapphire Royal Blue	RIDDLER	446	Release to Public Domain	15	15	0	1	130489	130503	130494	130492
jack-rat-cartoon-gloves	JACK RAT'S CARTOON GLOVES	Norther	445	NonCommercial Usage Only (CC nc)	3	3	0	0	111553	111554		
penguins	Penguins	SuperMinun	445	Release to Public Domain	6	4	0	0	81603			81605
abstract-2	Abstract	RIDDLER	444	Release to Public Domain	17	17	0	1	144841	144855	144846	144844
custom	Custom	daveryder22	444	Custom (contact author)	3	1	0	0	79805			
cyberpunk77	Cyberpunk 2077	Aerodeslizador	444	Release to Public Domain	14	12	2	1	256656	256652	256664	
green-aparatus	Green Aparatus	Shiminok	444	Release to Public Domain	15	15	15	1	117483	117481	117480	117476
ignore-these-lol	Ignore These Lol	BillCipher	444	Release to Public Domain	3	3	0	0	60991			
mcnustard-s-ornate	McNustard's Ornate	McPetey McNustard	444	Custom (contact author)	13	13	12	0	186259	186263	186269	186260
small-pixelated-two	Small Pixelated Two	Crypt	444	Release to Public Domain	15	15	3	1	104662	104676	104667	104665
watermelon-1	Watermelon Set! Cursors!	Goodbye?	444	Attribution+NonCommercial (CC by-nc)	25	15	6	1	189162	189179	189173	189165
abbysaewsome-web	Abby's Awesome Website	absterninja	443	Release to Public Domain	9	1	9	1	41377			
aero-revamp-aka-first-theme-	Aero Revamp (AKA First Theme Update)	Hayden	443	Release to Public Domain	7	6	2	0	64966	64973	64968	64961
aromantic	Aromantic	acreativename41	443	Release to Public Domain	6	6	1	1	226223	226225		
jagged-alliance-3	JAGGED ALLIANCE 3	THTH	443	Release to Public Domain	22	3	0	0	247868	247869		
mlpfim-miscellaneous-marks	My Little Pony Friendship is Magic; Miscellaneous Cutie Marks	Dido	443	Release to Public Domain	5	1	0	0	40119			
nitro-black-green	Nitro Black Green - Static & Two Animation	YyouloseE	443	Release to Public Domain	17	17	2	0	183316	183313	183319	183307
roadrunner2006cursors	Road Runner (2006)	ThatRoadRunnerfan727	443	Release to Public Domain	15	14	2	1	170102	170106	170103	170116
shoot-zem-up	Space Invaders	paulhyoink	443	Release to Public Domain	4	1	4	0	74520			
tetris-3	Yet Some More Tetris	nibbler	443	Free Art (copyleft)	57	15	29	0	87311	87356	87328	87323
brown-sienna	Brown Sienna	RIDDLER	442	Release to Public Domain	15	15	0	1	134050	134064	134055	134053
dragonvale-babies	Dragonvale Babies - Plant	DragonvaleCursors	442	Release to Public Domain	10	0	0	0	60338			
minecraft-alex-yoon-0117	Minecraft Alex	Yoon_0117	442	Release to Public Domain	17	17	2	1	141919	141917	141922	141910
spamton-white	Spamton Deltarune (white)	Prxypad	442	NonCommercial Usage Only (CC nc)	12	12	12	1	255881	255879	255882	255874
spyro	Spyro	siabob007	442	Release to Public Domain	16	15	15	0	121692	121706	121702	121691
metal-slug-punter	Metal Slug	000	441	Release to Public Domain	15	15	11	0	161437	161455	161443	161441
monobot-scan	Monobot Scan	indapni	441	Release to Public Domain	17	17	10	1	207799	207813	207804	207802
plants-vs-zombies-zombie	Plants vs zombies zombie	Possiblycoolperson	441	Release to Public Domain	4	4	0	0	202106	202107		202108
super-arrow	Super Arrow	Mr X	441	Release to Public Domain	15	15	15	0	72607	72609	72617	72614
8x8-monochrome	8x8 Monochrome	nibbler	440	Attribution+NonCommercial (CC by-nc)	17	17	2	1	188059	188073	188064	188280
cursors	Beveled and Shadowed	Say on	440	Release to Public Domain	6	6	5	0	40719			40725
dandys-world	dandys world	astro	440	Release to Public Domain	32	0	0	1	237752			
jajaja	Jajaja	Otragalyer	440	Free Art (copyleft)	12	11	0	0	80676	80687	80681	80679
minecraft-red-diamond	Minecraft Red Diamond	🖱Cursor Mania🖱	440	Custom (contact author)	15	15	15	0	221033	221047	221038	221036
rotating	Rainbow Eraser	Mr X	440	Release to Public Domain	15	15	15	1	76029	76040	76032	76027
ruby-1	Ruby	🖱Cursor Mania🖱	440	Custom (contact author)	16	12	2	1	195826	195827		195824
windows-11-white-and-black-	Windows 11 White And Black Edition	🖱Cursor Mania🖱	440	Custom (contact author)	21	13	3	1	204895	204897	204889	204890
gears-ricon	Gears Of Awesome	Ricon	439	Attribution Required (CC by)	5	4	5	0	29791			
ivan-alien-stage-alnst	Ivan | alien stage/ALNST	Cordelia	439	Release to Public Domain	16	15	16	1	255589	255581	255586	255588
kawaiichristmas	Kawaii Christmas	Kawaii Cursors	439	Attribution+NonCommercial (CC by-nc)	29	17	4	1	184292	184293	184302	184305
leon-resident-evil-4	Leon resident evil 4	Wolfy	439	Release to Public Domain	11	9	0	1	257000	257001	257002	
pokemon-season-1-starter	Pokemon Season 1 Starter	LightningBoy2527	439	Release to Public Domain	3	0	0	0	113573			
random-weapons	Random Weapons	SalemKnight3	439	Attribution Required (CC by)	5	1	1	1	7721			
revblurple	RevBlurple	baconsxrule	439	Release to Public Domain	18	11	11	1	134712	134716	134715	134714
3d-omg-cewl	3D	The Animator	438	Release to Public Domain	6	2	0	1	186042	186041	186042	
baseball-1	Baseball	Vlazteron	438	Free Art (copyleft)	13	13	2	1	128827		128829	128821
bird	Bird	أموحة	438	Release to Public Domain	15	15	0	0	27745	27759	27750	27748
kawaii-cloud	Kawaii Cloud Set!	°☆PamelaAtsuki୨୧ꕤ	438	NonCommercial Usage Only (CC nc)	6	6	1	0	201694	201693		
tamama	Tamama	Funny	438	Release to Public Domain	5	5	5	0	229621	229625	229626	
5year	5 Year	Daniel W.	437	Release to Public Domain	15	15	4	0	56052	57141	57143	56058
farm-pixel	FARM PIXEL	THTH	437	Release to Public Domain	15	13	12	1	209467	209476	209479	209469
pink-3	Pink	Firestar_Pusheen	437	Release to Public Domain	14	14	9	0	96677		96678	96669
smw-fire-flower	Fire Flower	nibbler	437	Release to Public Domain	15	15	0	0	80591	80606	80596	80594
alt-n-mle-seti	Altın İmleç Seti	KodPixel-X	436	Release to Public Domain	17	2	17	0	243803			
anathema-green-1	Anathema Green	RIDDLER	436	Custom (contact author)	15	15	12	1	213894	213908	213899	213897
invictus-in-the-shadow-of-1	Invictus: In the Shadow of Olympus Monotone	THTH	436	Release to Public Domain	15	1	15	0	233851			
luxus-obsidian-hi-dpi-premium	Luxus Obsidian Hi-DPI Premium	🖱Cursor Mania🖱	436	Custom (contact author)	17	17	2	0	231747	231744	231750	231738
mario-luigi-rpg-4-punter	Mario & Luigi RPG 4	000	436	Release to Public Domain	20	17	12	1	162295	162314	162300	162298
sega-cd-mega-cd-models-1-2	Sega CD + Mega CD Models 1 & 2	eeveelover64	436	Attribution Required (CC by)	3	0	3	1	171144			
zombies-perks-top	zombies perks (Top)	Omartiano	436	Release to Public Domain	12	0	0	1	151550			
ball	Ball	Icy0202YT	435	Custom (contact author)	10	4	1	0	121394	121393	121395	
gen-1-starters	Gen 1 Starters	emeraldhardison	435	Release to Public Domain	9	1	0	0	39161			
stonehards	STONEHARDS	THTH	435	Release to Public Domain	20	3	0	0	240098	240099		240100
thief	THIEF	THTH	435	Release to Public Domain	15	13	1	1	215616	215618	215620	215617
turquoise-2	Turquoise	Chevpeppz	435	Release to Public Domain	15	15	0	0	152618	152632	152623	152621
xombies-perks	zombies perks	Omartiano	435	Release to Public Domain	13	0	0	1	151208			
circle-of-madness	Circle Of Madness	Mr X	434	Release to Public Domain	16	15	16	0	76484	76483	76493	76543
modern-glowing	Modern Glowing	♣Aworld♣	434	Release to Public Domain	17	17	17	1	171607	171604	171610	171598
steamlands-game-theme	Steamlands Game Theme	BlueFlames	434	Release to Public Domain	15	15	0	0	60731	60728	60732	60721
the-chosen-four	The Chosen Four	soupy starmen	434	Release to Public Domain	14	0	13	0	89486			
colorful-6	Plain but colorful	DreamDoll12	433	Release to Public Domain	19	1	0	1	212425			
frm	frm	Postal Dude	433	Custom (contact author)	5	0	0	0	20483			
noahlys-xp-mod	Noahly's XP Mod [N]	Noahly	433	Release to Public Domain	19	17	2	1	227353	227371	227360	227357
no-tail	Windows Metro No Tail	Meb	433	Attribution Required (CC by)	16	13	2	0	209244	209248		209249
pizzaboybutterzi	Pizzaboy by Butterzi	Butterzi	433	NonCommercial Usage Only (CC nc)	17	17	3	1	230787	230782	230792	230780
random-15	Random	Waffle Alien	433	Release to Public Domain	10	0	9	1	111572			
angry-bird-delux-2	angry bird delux 2	The Male Boss	432	Custom (contact author)	4	0	0	0	70013			
minecraft-27	Minecraft	JHtD	432	Release to Public Domain	15	13	2	0	210827	210825	210829	210819
myst-v	MYST V	THTH	432	Release to Public Domain	22	3	0	0	243652	243653		243654
sanders-sides-1	Sanders Sides	Sharky Overlord	432	Release to Public Domain	36	8	15	1	137465		137466	
victor-fantini	VICTOR FANTINI	pedroaziz	432	Release to Public Domain	3	1	0	0	141102			
windows-taco	Windows Taco	Ricon	432	NonCommercial Usage Only (CC nc)	15	15	3	0	29704	29718	29709	29707
yellow-starfish	Star Yellow Fish	veveo007	432	Release to Public Domain	17	16	17	1	113127	113141	113132	113130
bomb-explode	Bomb KABOOM	ViniciusGamer-blox	431	Release to Public Domain	17	17	17	1	196052	196066	196057	196055
circle-madness	Wavy 3	Mr X	431	Release to Public Domain	15	15	15	1	73349	73351	73347	73357
colorful-4	Colorcast	adrenochromedream	431	Custom (contact author)	54	15	31	1	132232	132241	132252	132288
crosshairs-in-animated-circles	Animated Circles W/ Crosshairs	WebsterWarriorNY	431	Release to Public Domain	10	10	10	0	133608	133618	133616	133619
fallout-1	FALLOUT 1	THTH	431	Release to Public Domain	16	9	0	1	206233	206237	206238	206235
material-design-dark-1	Material Design Dark	🖱Cursor Mania🖱	431	Custom (contact author)	17	12	2	0	197704	197706	197710	197699
people-call-me-gay	Chroma	NameLess	431	Release to Public Domain	14	13	14	1	176024	176120	194456	176124
angled-arrow-normal	Angled Arrow Normal	d-man	430	Release to Public Domain	3	1	3	0	45414			
apple	apple	Bob the builder	430	Release to Public Domain	6	0	0	1	107317			
ideas-for-flame-affect	Ideas For Flame affect	Biker	430	Release to Public Domain	7	2	7	0	46542			
riddler-s-theme	Riddler's Theme	RIDDLER	430	Custom (contact author)	17	17	3	1	218683	218697	218688	218686
another-king-quest	LAURA BOW IN THE DAGGER OF AMON RA	THTH	429	Release to Public Domain	16	13	3	0	215657	215700	215701	215660
cute-computer-yousra	D	None	429	Release to Public Domain	3	3	2	1	152798			
detroit-become-human-led	detroit become human led	shinyfoxpaws	429	Release to Public Domain	3	2	3	0	114935			
dreamsmpheads	Dream SMP Heads	Yeah-	429	Release to Public Domain	7	0	0	1	173026			
gb-blocky	Gameboy Blocky	foxzune	429	Release to Public Domain	14	14	13	1	144057	144064	144067	144058
uglycursors	Amelia's Ugly	80Mb	429	Attribution+NonCommercial (CC by-nc)	6	6	2	0	112310		112317	112313
binary-enchanced-copper-shadow	Binary Enchanced - Copper Shadow	RIDDLER	428	Custom (contact author)	20	17	4	1	159605	159622	159613	159609
burning-arrow	Flight	Mr X	428	Release to Public Domain	16	15	16	0	73948	74054	74053	73956
cursor-cursors-pack-animated-4	HADS FX	juanello	428	Release to Public Domain	7	0	0	0	33627			
entei	Entei	moot	428	Release to Public Domain	15	15	15	1	179664	179672	179675	179666
horse-2	Horse 2	Chris Kid	428	NonCommercial Usage Only (CC nc)	13	13	2	0	12134	12138	12140	12137
i-mouse	i mouse	oriolego	428	Release to Public Domain	6	6	6	0	43398	43403		43401
kawaiigreendinocursor	(READ DESCRIPTION!) Kawaii Green Dino	CutePusheenLove	428	Release to Public Domain	3	3	3	0	184496			
lava-lamp-set	Lava Lamp	Fizzenator	428	Custom (contact author)	8	0	8	1	17752			
minty-and-the-mint	Minty and The Mint	PandieBonf	428	Custom (contact author)	17	17	17	1	238646	238648	238660	238647
witcher-1	WITCHER 1	THTH	428	Release to Public Domain	9	8	2	0	205472	205476	205475	205474
good-verb	Windows 10 Small Cursor For NON-HD/FHD	AARAV	427	Release to Public Domain	16	15	2	0	249866	249865	249879	249880
heroes-of-might-and-magic	HEROES OF MIGHT AND MAGIC	THTH	427	Release to Public Domain	11	11	0	0	206746	206749	206756	206748
the-4th-coming	THE 4TH COMING	THTH	427	Release to Public Domain	21	3	6	0	250153	250147		
tiny-7	Tiny	Peltlas	427	Release to Public Domain	17	17	2	1	224504	224518	224509	224507
uwu-and-owo	UwU And OwO	Peltlas	427	Release to Public Domain	7	6	7	1	185334	185335		
vanilla-vintage	Vanilla-Vintage	NuLL	427	Release to Public Domain	17	16	0	1	147707	147721	147712	
dumbcurset	dumbcurset	someone123	426	Custom (contact author)	15	9	10	0	211433	211438	211437	211435
heart-special-edition	Heart Special Edition	🖱Cursor Mania🖱	426	Custom (contact author)	15	12	2	1	203759	203757	203762	203753
normal-pencils	Normal Pencil	Ricardbro	426	Release to Public Domain	3	3	2	0	59535			
numbers-xxl-green	Numbers XXL Green	RIDDLER	426	Release to Public Domain	11	1	0	0	108398			
olympus-inv-oxygen	(olympus inv) Oxygen	abdillahindo	426	Release to Public Domain	15	15	2	0	139319	139333	139324	139322
roblox-package-exclusive	ROBLOX Package [EXCLUSIVE]	bkhaileRBLX	426	Custom (contact author)	15	14	0	0	96339	96327	96337	96328
roses-1	Roses	Angel	426	Release to Public Domain	6	0	0	1	135010			
blooming-panic	Blooming Panic	Sharky Overlord	425	Attribution+NonCommercial (CC by-nc)	69	11	9	0	178750		178742	178689
